id	word	tier	level	category	written_freq	spoken_freq	zhuyin	pinyin	definition	grammar
31820	促使	進階	第5級	核心詞	25.0	11.0	ㄘㄨˋ ㄕˇ	cùshǐ	to induce, to promote, to urge, to impel, to bring about, to provoke, to drive (sb to do sth), to catalyze, to actuate, to contribute to (some development)	verb
31821	粗心	進階	第5級	核心詞	5.0	3.0	ㄘㄨ ㄒㄧㄣ	cūxīn	careless, thoughtless	noun
31822	催	進階	第5級	核心詞	17.0	18.0	ㄘㄨㄟ	cuī	to urge, to press, to prompt, to rush sb, to hasten sth, to expedite	verb
31823	脆弱	進階	第5級	7.身體、醫療	26.0	25.0	ㄘㄨㄟˋ ㄖㄨㄛˋ	cuìruò	weak, frail	adjective
31824	吋	進階	第5級	核心詞	10.0	6.0	ㄘㄨㄣˋ	cùn	inch (English)	noun
31825	寸	進階	第5級	9.購物、商店	21.0	13.0	ㄘㄨㄣˋ	cùn	a unit of length, inch, thumb	
31826	存款	進階	第5級	11.公共服務	8.0	16.0	ㄘㄨㄣˊ ㄎㄨㄢˇ	cúnkuǎn	to deposit money (in a bank etc), bank savings, bank deposit	verb
31827	存在	進階	第5級	核心詞	237.0	101.0	ㄘㄨㄣˊ ㄗㄞˋ	cúnzài	to exist, to be, existence	verb
31828	村子/村	進階	第5級	核心詞	72.0	117.0	ㄘㄨㄣ ˙ㄗ/ㄘㄨㄣ	cūnzi/cūn	village	noun
31829	錯過	進階	第5級	核心詞	19.0	13.0	ㄘㄨㄛˋ ㄍㄨㄛˋ	cuòguò	to miss (train, opportunity etc)	verb
31830	挫折	進階	第5級	核心詞	62.0	43.0	ㄘㄨㄛˋ ㄓㄜˊ	cuòzhé	setback, reverse, check, defeat, frustration, disappointment, to frustrate, to discourage, to set sb back, to blunt, to subdue	noun
31831	打敗	進階	第5級	4.休閒、娛樂	22.0	10.0	ㄉㄚˇ ㄅㄞˋ	dǎbài	to defeat, to overpower, to beat, to be defeated	verb
31832	大半	進階	第5級	核心詞	18.0	12.0	ㄉㄚˋ ㄅㄢˋ	dàbàn	more than half, greater part, most, probably, most likely	
31833	大便	進階	第5級	7.身體、醫療	12.0	6.0	ㄉㄚˋ ㄅㄧㄢˋ	dàbiàn	to defecate, excrement, feces	verb
31834	搭乘	進階	第5級	5.交通、旅遊	15.0	15.0	ㄉㄚ ㄔㄥˊ	dāchéng	to ride as a passenger, to travel by (car, plane etc)	verb
31835	大膽	進階	第5級	16.情緒、態度	30.0	9.0	ㄉㄚˋ ㄉㄢˇ	dàdǎn	brazen, audacious, outrageous, bold, daring, fearless	noun
31836	大地	進階	第5級	13.自然環境	38.0	61.0	ㄉㄚˋ ㄉㄧˋ	dàdì	earth, mother earth	noun
31837	打動	進階	第5級	16.情緒、態度	9.0	5.0	ㄉㄚˇ ㄉㄨㄥˋ	dǎdòng	to move (to pity), arousing (sympathy), touching	verb
31838	打賭	進階	第5級	核心詞	9.0	1.0	ㄉㄚˇ ㄉㄨˇ	dǎdǔ	to bet, to make a bet, a wager	verb
31839	打斷	進階	第5級	核心詞	29.0	4.0	ㄉㄚˇ ㄉㄨㄢˋ	dǎduàn	to interrupt, to break off, to break (a bone)	verb
31840	大夫	進階	第5級	7.身體、醫療	23.0	7.0	ㄉㄚˋ ㄈㄨ / ㄉㄞˋ ˙ㄈㄨ	dàfū/dàifu	senior official (in imperial China)	
31841	大會	進階	第5級	14.社會	35.0	24.0	ㄉㄚˋ ㄏㄨㄟˋ	dàhuì	general assembly, general meeting, convention, CL:個|个[ge4], 屆|届[jie4]	noun
31842	打擊	進階	第5級	核心詞	47.0	34.0	ㄉㄚˇ ㄐㄧˊ	dǎjí	to hit, to strike, to attack, to crack down on sth, blow, (psychological) shock, percussion (music)	verb
31843	大街小巷	進階	第5級	2.日常起居	4.0	6.0	ㄉㄚˋ ㄐㄧㄝ ㄒㄧㄠˇ ㄒㄧㄤˋ	dàjiēxiǎoxiàng	great streets and small alleys (idiom), everywhere in the city	noun
31844	打瞌睡	進階	第5級	7.身體、醫療	5.0	5.0	ㄉㄚˇ ㄎㄜ ㄕㄨㄟˋ	dǎkēshuì	to doze off	verb
31845	打獵	進階	第5級	4.休閒、娛樂	21.0	6.0	ㄉㄚˇ ㄌㄧㄝˋ	dǎliè	to go hunting	verb
31846	大腦	進階	第5級	7.身體、醫療	235.0	28.0	ㄉㄚˋ ㄋㄠˇ	dànǎo	brain, cerebrum	noun
31847	大排長龍	進階	第5級	5.交通、旅遊	2.0	6.0	ㄉㄚˋ ㄆㄞˊ ㄔㄤˊ ㄌㄨㄥˊ	dàpáichánglóng	to form a long queue (idiom), (of cars) to be bumper to bumper	verb
31848	搭配	進階	第5級	核心詞	21.0	34.0	ㄉㄚ ㄆㄟˋ	dāpèi	to pair up, to match, to arrange in pairs, to add sth into a group	verb
31849	打破	進階	第5級	12.安全	38.0	26.0	ㄉㄚˇ ㄆㄛˋ	dǎpò	to break, to smash	verb
31850	打氣	進階	第5級	16.情緒、態度	6.0	8.0	ㄉㄚˇ ㄑㄧˋ	dǎqì	to inflate, to pump up, (fig.) to encourage, to boost morale	verb
31851	大清早	進階	第5級	核心詞	3.0	5.0	ㄉㄚˋ ㄑㄧㄥ ㄗㄠˇ	dàqīngzǎo	early in the morning	adjective
31852	大師	進階	第5級	8.教育、學習	54.0	31.0	ㄉㄚˋ ㄕ	dàshī	great master, master	noun
31853	大王	進階	第5級	核心詞	28.0	2.0	ㄉㄚˋ ㄨㄤˊ	dàwáng	king, magnate, person having expert skill in something	noun
31854	大象/象	進階	第5級	13.自然環境	33.0	54.0	ㄉㄚˋ ㄒㄧㄤˋ/ㄒㄧㄤˋ	dàxiàng/xiàng	elephant, CL:隻|只[zhi1]	noun
31855	大西洋	進階	第5級	13.自然環境	6.0	8.0	ㄉㄚˋ ㄒㄧ ㄧㄤˊ	dàxīyáng	Atlantic Ocean	noun
31856	打仗	進階	第5級	14.社會	19.0	5.0	ㄉㄚˇ ㄓㄤˋ	dǎzhàng	to fight a battle, to go to war	verb
31857	大致	進階	第5級	核心詞	27.0	7.0	ㄉㄚˋ ㄓˋ	dàzhì	more or less, roughly, approximately	
31858	大眾	進階	第5級	14.社會	78.0	45.0	ㄉㄚˋ ㄓㄨㄥˋ	dàzhòng	the masses, the great bulk of the population, popular (of music, science etc)	noun
31859	待	進階	第5級	核心詞	123.0	56.0	ㄉㄞˋ	dài	to wait, to treat, to deal with, to need, going to (do sth), about to, intending to	verb
31860	呆	進階	第5級	核心詞	15.0	7.0	ㄉㄞ	dāi	foolish, stupid, expressionless, blank, to stay	noun
31861	逮捕	進階	第5級	12.安全	27.0	12.0	ㄉㄞˋ ㄅㄨˇ	dàibǔ	to arrest, to apprehend, an arrest	verb
31862	代溝	進階	第5級	核心詞	2.0	1.0	ㄉㄞˋ ㄍㄡ	dàigōu	generation gap	noun
31863	代價	進階	第5級	2.日常起居	36.0	26.0	ㄉㄞˋ ㄐㄧㄚˋ	dàijià	price, cost, consideration (in share dealing)	noun
31864	代課	進階	第5級	8.教育、學習	1.0	1.0	ㄉㄞˋ ㄎㄜˋ	dàikè	to teach as substitute for absent teacher	verb
31865	貸款	進階	第5級	11.公共服務	24.0	16.0	ㄉㄞˋ ㄎㄨㄢˇ	dàikuǎn	a loan, CL:筆|笔[bi3], to provide a loan (e.g. bank), to raise a loan (from e.g. a bank)	noun
31866	代理	進階	第5級	3.職業	19.0	3.0	ㄉㄞˋ ㄌㄧˇ	dàilǐ	to act on behalf of sb in a responsible position, to act as an agent or proxy, surrogate, (computing) proxy	verb
31867	帶領	進階	第5級	核心詞	45.0	46.0	ㄉㄞˋ ㄌㄧㄥˇ	dàilǐng	to guide, to lead	verb
31868	帶路	進階	第5級	核心詞	4.0	1.0	ㄉㄞˋ ㄌㄨˋ	dàilù	to lead the way, to guide, to show the way, (fig.) to instruct	verb
31869	代替	進階	第5級	核心詞	23.0	23.0	ㄉㄞˋ ㄊㄧˋ	dàitì	to replace, to take the place of	verb
31870	待遇	進階	第5級	3.職業	22.0	9.0	ㄉㄞˋ ㄩˋ	dàiyù	treatment, pay, salary, status, rank	noun
31871	膽	進階	第5級	核心詞	18.0	10.0	ㄉㄢˇ	dǎn	gall bladder, courage, guts, gall, inner container (e.g. bladder of a football, inner container of a thermos)	noun
31872	單	進階	第5級	核心詞	37.0	36.0	ㄉㄢ	dān	bill, list, form, single, only, sole, odd number, CL:個|个[ge4]	noun
31873	單獨	進階	第5級	核心詞	36.0	9.0	ㄉㄢ ㄉㄨˊ	dāndú	alone, by oneself, on one's own	noun
31874	單價	進階	第5級	9.購物、商店	1.0	3.0	ㄉㄢ ㄐㄧㄚˋ	dānjià	unit price	noun
31875	單親	進階	第5級	核心詞	6.0	11.0	ㄉㄢ ㄑㄧㄣ	dānqīn	single parent	adjective
31876	擔任	進階	第5級	核心詞	125.0	68.0	ㄉㄢ ㄖㄣˋ	dānrèn	to hold a governmental office or post, to assume office of, to take charge of, to serve as	verb
31877	單身	進階	第5級	1.個人資料	12.0	4.0	ㄉㄢ ㄕㄣ	dānshēn	unmarried, single	noun
31878	誕生	進階	第5級	1.個人資料	33.0	22.0	ㄉㄢˋ ㄕㄥ	dànshēng	to be born	verb
31879	單位	進階	第5級	3.職業	82.0	70.0	ㄉㄢ ㄨㄟˋ	dānwèi	unit (of measure), unit (group of people as a whole), work unit (place of employment, esp. in the PRC prior to economic reform), CL:個|个[ge4]	noun
31880	耽誤	進階	第5級	核心詞	6.0	4.0	ㄉㄢ ㄨˋ	dānwù	to delay, to hold up, to waste time, to interfere with	verb
31881	膽小	進階	第5級	核心詞	7.0	1.0	ㄉㄢˇ ㄒㄧㄠˇ	dǎnxiǎo	cowardice, timid	noun
31882	單一	進階	第5級	核心詞	32.0	20.0	ㄉㄢ ㄧ	dānyī	single, only, sole	adjective
31883	擔憂	進階	第5級	核心詞	27.0	15.0	ㄉㄢ ㄧㄡ	dānyōu	to worry, to be concerned	verb
31884	但願	進階	第5級	核心詞	14.0	5.0	ㄉㄢˋ ㄩㄢˋ	dànyuàn	if only (sth were possible), I wish (that)	
31885	膽子	進階	第5級	16.情緒、態度	8.0	4.0	ㄉㄢˇ ˙ㄗ	dǎnzi	courage, nerve, guts	noun
31886	當	進階	第5級	核心詞	1150.0	895.0	ㄉㄤˋ	dàng	at or in the very same..., suitable, adequate, fitting, proper, to replace, to regard as, to think, to pawn, (coll.) to fail (a student)	noun
31887	擋	進階	第5級	核心詞	16.0	16.0	ㄉㄤˇ	dǎng	to resist, to obstruct, to hinder, to keep off, to block (a blow), to get in the way of, cover, gear (e.g. in a car's transmission)	verb
31888	檔案	進階	第5級	8.教育、學習	41.0	5.0	ㄉㄤˇ ㄢˋ	dǎngàn	file, record, archive	noun
31889	當兵	進階	第5級	3.職業	7.0	11.0	ㄉㄤ ㄅㄧㄥ	dāngbīng	to serve in the army, to be a soldier	verb
31890	當場	進階	第5級	核心詞	26.0	10.0	ㄉㄤ ㄔㄤˊ	dāngcháng	at the scene, on the spot	noun
31891	當代	進階	第5級	8.教育、學習	36.0	10.0	ㄉㄤ ㄉㄞˋ	dāngdài	the present age, the contemporary era	noun
31892	當今	進階	第5級	核心詞	17.0	5.0	ㄉㄤ ㄐㄧㄣ	dāngjīn	the present time, (old) (in reference to the reigning monarch) His Majesty	noun
31893	當局	進階	第5級	14.社會	18.0	22.0	ㄉㄤ ㄐㄩˊ	dāngjú	authorities	noun
31894	當面	進階	第5級	核心詞	11.0	4.0	ㄉㄤ ㄇㄧㄢˋ	dāngmiàn	to sb's face, in sb's presence	verb
31895	當日	進階	第5級	核心詞	10.0	1.0	ㄉㄤ ㄖˋ	dāngrì	on that day	noun
31896	當心	進階	第5級	核心詞	5.0	1.0	ㄉㄤ ㄒㄧㄣ	dāngxīn	to take care, to look out	verb
31897	當選	進階	第5級	14.社會	9.0	14.0	ㄉㄤ ㄒㄩㄢˇ	dāngxuǎn	to be elected, to be selected	verb
31898	道	進階	第5級	核心詞	491.0	164.0	ㄉㄠˋ	dào	road, path, CL:條|条[tiao2], 股[gu3], principle, truth, morality, reason, skill, method, Dao (of Daoism), to say, to speak, to talk, classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process, (old) circuit (administrative division)	noun
31899	道地	進階	第5級	10.餐飲、烹飪	4.0	2.0	ㄉㄠˋ ㄉㄧˋ	dàodì	authentic, original	noun
31900	禱告	進階	第5級	15.文化	19.0	12.0	ㄉㄠˇ ㄍㄠˋ	dǎogào	to pray, prayer	verb
31901	倒楣	進階	第5級	核心詞	13.0	10.0	ㄉㄠˇ ㄇㄟˊ	dǎoméi	to have bad luck, to be out of luck	verb
31902	道歉	進階	第5級	6.社交、人際	24.0	42.0	ㄉㄠˋ ㄑㄧㄢˋ	dàoqiàn	to apologize	verb
31903	倒數	進階	第5級	核心詞	5.0	6.0	ㄉㄠˋ ㄕㄨˇ	dàoshǔ	to count backwards (from 10 down to 0), to count down, from the bottom (lines on a page), from the back (rows of seats)	verb
31904	倒退	進階	第5級	核心詞	6.0	3.0	ㄉㄠˋ ㄊㄨㄟˋ	dàotuì	to fall back, to go in reverse	verb
31905	道謝	進階	第5級	6.社交、人際	8.0	1.0	ㄉㄠˋ ㄒㄧㄝˋ	dàoxiè	to express thanks	verb
31906	得意	進階	第5級	核心詞	32.0	4.0	ㄉㄜˊ ㄧˋ	déyì	proud of oneself, pleased with oneself, complacent	noun
31907	得知	進階	第5級	核心詞	51.0	16.0	ㄉㄜˊ ㄓ	dézhī	to find out, to learn of	verb
31908	瞪	進階	第5級	核心詞	33.0	5.0	ㄉㄥˋ	dèng	to open (one's eyes) wide, to stare at, to glare at	verb
31909	等不及	進階	第5級	核心詞	5.0	4.0	ㄉㄥˇ ㄅㄨˋ ㄐㄧˊ	děngbùjí	can't wait	noun
31910	燈光	進階	第5級	2.日常起居	31.0	18.0	ㄉㄥ ㄍㄨㄤ	dēngguāng	(stage) lighting, light	noun
31911	等候	進階	第5級	核心詞	24.0	10.0	ㄉㄥˇ ㄏㄡˋ	děnghòu	to wait, to wait for	verb
31912	燈火	進階	第5級	核心詞	9.0	4.0	ㄉㄥ ㄏㄨㄛˇ	dēnghuǒ	lights	noun
31913	登記	進階	第5級	2.日常起居	11.0	13.0	ㄉㄥ ㄐㄧˋ	dēngjì	to register (one's name)	verb
31914	燈泡	進階	第5級	核心詞	7.0	40.0	ㄉㄥ ㄆㄠˋ	dēngpào	light bulb, see also 電燈泡|电灯泡[dian4 deng1 pao4], third-wheel or unwanted third party spoiling a couple's date (slang), CL:個|个[ge4]	adjective
31915	登山	進階	第5級	4.休閒、娛樂	13.0	10.0	ㄉㄥ ㄕㄢ	dēngshān	to climb a mountain, climbing, mountaineering	verb
31916	等於	進階	第5級	核心詞	75.0	147.0	ㄉㄥˇ ㄩˊ	děngyú	to equal, to be tantamount to	verb
31917	遞	進階	第5級	核心詞	10.0	2.0	ㄉㄧˋ	dì	to hand over, to pass on, to deliver, (bound form) progressively, in the proper order	verb
31918	滴	進階	第5級	10.餐飲、烹飪	29.0	43.0	ㄉㄧ	dī	a drop, to drip	noun
31919	地帶	進階	第5級	5.交通、旅遊	17.0	9.0	ㄉㄧˋ ㄉㄞˋ	dìdài	zone, CL:個|个[ge4]	noun
31920	地瓜	進階	第5級	10.餐飲、烹飪	7.0	58.0	ㄉㄧˋ ㄍㄨㄚ	dìguā	sweet potato (Ipomoea batatas), yam bean (Pachyrhizus erosus), (TCM) digua fig (Ficus tikoua Bur.)	adjective
31921	低級	進階	第5級	8.教育、學習	4.0	1.0	ㄉㄧ ㄐㄧˊ	dījí	low level, rudimentary, vulgar, low, inferior	adjective
31922	抵抗	進階	第5級	12.安全	27.0	13.0	ㄉㄧˇ ㄎㄤˋ	dǐkàng	to resist, resistance	verb
31923	低落	進階	第5級	核心詞	17.0	6.0	ㄉㄧ ㄌㄨㄛˋ	dīluò	downcast, gloomy, to decline, to get worse	noun
31924	敵人	進階	第5級	12.安全	94.0	16.0	ㄉㄧˊ ㄖㄣˊ	dírén	enemy, CL:個|个[ge4]	noun
31925	低聲	進階	第5級	核心詞	33.0	1.0	ㄉㄧ ㄕㄥ	dīshēng	in a low voice, softly	
31926	地形	進階	第5級	5.交通、旅遊	15.0	68.0	ㄉㄧˋ ㄒㄧㄥˊ	dìxíng	topography, terrain, landform	noun
31927	敵意	進階	第5級	核心詞	23.0	3.0	ㄉㄧˊ ㄧˋ	díyì	enmity, hostility	noun
31928	弟子	進階	第5級	15.文化	26.0	17.0	ㄉㄧˋ ㄗˇ	dìzǐ	disciple, follower	noun
31929	電動	進階	第5級	核心詞	8.0	28.0	ㄉㄧㄢˋ ㄉㄨㄥˋ	diàndòng	electric-powered, (Tw) video game	noun
31930	典範	進階	第5級	8.教育、學習	25.0	26.0	ㄉㄧㄢˇ ㄈㄢˋ	diǎnfàn	model, example, paragon	noun
31931	點名	進階	第5級	8.教育、學習	4.0	3.0	ㄉㄧㄢˇ ㄇㄧㄥˊ	diǎnmíng	roll call, to mention sb by name, (to call or praise or criticize sb) by name	noun
31932	電線	進階	第5級	17.科技	8.0	11.0	ㄉㄧㄢˋ ㄒㄧㄢˋ	diànxiàn	wire, power cord, CL:根[gen1]	noun
31933	電信	進階	第5級	17.科技	6.0	2.0	ㄉㄧㄢˋ ㄒㄧㄣˋ	diànxìn	telecommunications	noun
31934	點子	進階	第5級	核心詞	31.0	12.0	ㄉㄧㄢˇ ˙ㄗ	diǎnzi	spot, point, dot, speck, drop (of liquid), droplet, point (of argument), idea, crux, indication, pointer	noun
31935	調	進階	第5級	核心詞	23.0	35.0	ㄉㄧㄠˋ	diào	to transfer, to move (troops or cadres), to investigate, to enquire into, accent, view, argument, key (in music), mode (music), tune, tone, melody	verb
31936	釣	進階	第5級	4.休閒、娛樂	7.0	7.0	ㄉㄧㄠˋ	diào	to fish with a hook and bait	verb
31937	掉落	進階	第5級	核心詞	11.0	7.0	ㄉㄧㄠˋ ㄌㄨㄛˋ	diàoluò	to fall down	verb
31938	碟	進階	第5級	10.餐飲、烹飪	4.0	2.0	ㄉㄧㄝˊ	dié	dish, plate	noun
31939	跌	進階	第5級	核心詞	14.0	7.0	ㄉㄧㄝˊ	dié	to fall, to tumble, to trip, (of prices etc) to drop, Taiwan pr. [die2]	verb
31940	跌倒	進階	第5級	7.身體、醫療	15.0	28.0	ㄉㄧㄝˊ ㄉㄠˇ	diédǎo	to tumble, to fall, fig. to suffer a reverse (in politics or business)	verb
31941	頂	進階	第5級	核心詞	66.0	45.0	ㄉㄧㄥˇ	dǐng	"apex, crown of the head, top, roof, most, to carry on the head, to push to the top, to go against, to replace, to substitute, to be subjected to (an aerial bombing, hailstorm etc), (slang) to ""bump"" a forum thread to raise its profile, classifier for headwear, hats, veils etc"	noun
31942	叮	進階	第5級	2.日常起居	5.0	12.0	ㄉㄧㄥ	dīng	to sting or bite (of mosquito, bee etc), to say repeatedly, to urge insistently, to ask repeatedly, to stick to a point, (onom.) tinkling or jingling sound	verb
31943	盯	進階	第5級	核心詞	61.0	16.0	ㄉㄧㄥ	dīng	to watch attentively, to fix one's attention on, to stare at, to gaze at	verb
31944	訂單	進階	第5級	9.購物、商店	12.0	13.0	ㄉㄧㄥˋ ㄉㄢ	dìngdān	(purchase) order	noun
31945	頂多	進階	第5級	核心詞	15.0	12.0	ㄉㄧㄥˇ ㄉㄨㄛ	dǐngduō	at most, at best	noun
31946	頂樓	進階	第5級	2.日常起居	4.0	7.0	ㄉㄧㄥˇ ㄌㄡˊ	dǐnglóu	top floor, attic, loft, garret, penthouse, (flat) rooftop (often used as an outdoor living area etc)	noun
31947	定期	進階	第5級	核心詞	22.0	24.0	ㄉㄧㄥˋ ㄑㄧˊ	dìngqí	at set dates, at regular intervals, periodic, limited to a fixed period of time, fixed term	noun
31948	定時	進階	第5級	核心詞	8.0	11.0	ㄉㄧㄥˋ ㄕˊ	dìngshí	to fix a time, fixed time, timed (of explosive etc)	verb
31949	定義	進階	第5級	8.教育、學習	58.0	31.0	ㄉㄧㄥˋ ㄧˋ	dìngyì	definition, to define	noun
31950	訂製	進階	第5級	9.購物、商店	4.0	2.0	ㄉㄧㄥˋ ㄓˋ	dìngzhì	custom-made, made-to-order, to have sth custom made	noun
31951	丟臉	進階	第5級	16.情緒、態度	11.0	10.0	ㄉㄧㄡ ㄌㄧㄢˇ	diūliǎn	to lose face, humiliation	verb
31952	凍	進階	第5級	10.餐飲、烹飪	8.0	12.0	ㄉㄨㄥˋ	dòng	to freeze, to feel very cold, aspic or jelly	verb
31953	動不動	進階	第5級	核心詞	8.0	5.0	ㄉㄨㄥˋ ㄅㄨˊ ㄉㄨㄥˋ	dòngbúdòng	(typically followed by 就[jiu4]) apt to (lose one's temper, catch a cold etc), at the drop of a hat	noun
31954	動畫	進階	第5級	4.休閒、娛樂	7.0	6.0	ㄉㄨㄥˋ ㄏㄨㄚˋ	dònghuà	animation, cartoon	noun
31955	動機	進階	第5級	核心詞	60.0	19.0	ㄉㄨㄥˋ ㄐㄧ	dòngjī	motive, motivation	noun
31956	動力	進階	第5級	核心詞	36.0	41.0	ㄉㄨㄥˋ ㄌㄧˋ	dònglì	motive power, force, (fig.) motivation, impetus	noun
31957	動人	進階	第5級	核心詞	22.0	13.0	ㄉㄨㄥˋ ㄖㄣˊ	dòngrén	touching, moving	noun
31958	動身	進階	第5級	核心詞	8.0	1.0	ㄉㄨㄥˋ ㄕㄣ	dòngshēn	to go on a journey, to leave	verb
31959	懂事	進階	第5級	核心詞	10.0	16.0	ㄉㄨㄥˇ ㄕˋ	dǒngshì	to grow beyond the naivete of childhood, to be aware of what is going on in the world, (esp. of a child) sensible, thoughtful, intelligent	verb
31960	動手	進階	第5級	核心詞	34.0	28.0	ㄉㄨㄥˋ ㄕㄡˇ	dòngshǒu	to set about (a task), to hit, to punch, to touch	verb
31961	動聽	進階	第5級	核心詞	6.0	1.0	ㄉㄨㄥˋ ㄊㄧㄥ	dòngtīng	pleasant to listen to	
31962	賭	進階	第5級	4.休閒、娛樂	18.0	10.0	ㄉㄨˇ	dǔ	to bet, to gamble	verb
31963	賭博	進階	第5級	4.休閒、娛樂	11.0	11.0	ㄉㄨˇ ㄅㄛˊ	dǔbó	to gamble	verb
31964	賭場	進階	第5級	5.交通、旅遊	9.0	8.0	ㄉㄨˇ ㄔㄤˊ	dǔcháng	casino	noun
31965	堵車	進階	第5級	5.交通、旅遊	1.0	1.0	ㄉㄨˇ ㄔㄜ	dǔchē	traffic jam, (of traffic) to get congested	noun
31966	堵塞	進階	第5級	7.身體、醫療	4.0	5.0	ㄉㄨˇ ㄙㄜˋ	dǔsè	to clog up, blockage	verb
31967	獨特	進階	第5級	核心詞	50.0	35.0	ㄉㄨˊ ㄊㄜˋ	dútè	unique, distinctive	noun
31968	毒藥	進階	第5級	7.身體、醫療	10.0	3.0	ㄉㄨˊ ㄧㄠˋ	dúyào	poison	noun
31969	獨自	進階	第5級	核心詞	44.0	10.0	ㄉㄨˊ ㄗˋ	dúzì	alone	noun
31970	獨子	進階	第5級	1.個人資料	3.0	5.0	ㄉㄨˊ ㄗˇ	dúzǐ	only son	noun
31971	斷	進階	第5級	核心詞	38.0	41.0	ㄉㄨㄢˋ	duàn	to break, to snap, to cut off, to give up or abstain from sth, to judge, (usu. used in the negative) absolutely, definitely, decidedly	verb
31972	短處	進階	第5級	核心詞	5.0	0.0	ㄉㄨㄢˇ ㄔㄨˋ	duǎnchù	shortcoming, defect, fault, one's weak points	noun
31973	段落	進階	第5級	8.教育、學習	9.0	4.0	ㄉㄨㄢˋ ㄌㄨㄛˋ	duànluò	phase, time interval, paragraph, (written) passage	noun
31974	短暫	進階	第5級	核心詞	30.0	18.0	ㄉㄨㄢˇ ㄓㄢˋ	duǎnzhàn	of short duration, brief, momentary	noun
31975	對比	進階	第5級	核心詞	18.0	8.0	ㄉㄨㄟˋ ㄅㄧˇ	duìbǐ	to contrast, contrast, ratio, CL:個|个[ge4]	verb
31976	對付	進階	第5級	12.安全	33.0	7.0	ㄉㄨㄟˋ ˙ㄈㄨ	duìfu	to handle, to deal with, to tackle, to get by with, to make do, (dialect) (usu. used in the negative) to get along with (sb)	verb
31977	對抗	進階	第5級	14.社會	49.0	43.0	ㄉㄨㄟˋ ㄎㄤˋ	duìkàng	to withstand, to resist, to stand off, antagonism, confrontation	verb
31978	對立	進階	第5級	8.教育、學習	27.0	19.0	ㄉㄨㄟˋ ㄌㄧˋ	duìlì	to oppose, to set sth against, to be antagonistic to, antithetical, relative opposite, opposing, diametrical	verb
31979	隊伍	進階	第5級	4.休閒、娛樂	29.0	20.0	ㄉㄨㄟˋ ㄨˇ	duìwǔ	ranks, troops, queue, line, procession, CL:個|个[ge4], 支[zhi1], 條|条[tiao2]	noun
31980	對於	進階	第5級	核心詞	357.0	443.0	ㄉㄨㄟˋ ㄩˊ	duìyú	regarding, as far as (sth) is concerned, with regard to	noun
31981	蹲	進階	第5級	核心詞	25.0	14.0	ㄉㄨㄣ	dūn	to crouch, to squat, to stay (somewhere)	verb
