id	word	tier	level	category	written_freq	spoken_freq	zhuyin	pinyin	definition	grammar
31639	不顧	進階	第5級	16.情緒、態度	27.0	9.0	ㄅㄨˊ ㄍㄨˋ	búgù	in spite of, regardless of	noun
31640	補課	進階	第5級	8.教育、學習	1.0	1.0	ㄅㄨˇ ㄎㄜˋ	bǔkè	to make up missed lesson, to reschedule a class	verb
31641	不可思議	進階	第5級	16.情緒、態度	31.0	22.0	ㄅㄨˋ ㄎㄜˇ ㄙ ㄧˋ	bùkěsīyì	inconceivable (idiom), unimaginable, unfathomable	noun
31642	不利	進階	第5級	核心詞	34.0	8.0	ㄅㄨˊ ㄌㄧˋ	búlì	unfavorable, disadvantageous, harmful, detrimental	noun
31643	不料	進階	第5級	核心詞	22.0	4.0	ㄅㄨˊ ㄌㄧㄠˋ	búliào	unexpectedly, to one's surprise	noun
31644	部落	進階	第5級	5.交通、旅遊	72.0	132.0	ㄅㄨˋ ㄌㄨㄛˋ	bùluò	tribe	noun
31645	不滿	進階	第5級	16.情緒、態度	46.0	11.0	ㄅㄨˋ ㄇㄢˇ	bùmǎn	resentful, discontented, dissatisfied	noun
31646	不明	進階	第5級	核心詞	23.0	9.0	ㄅㄨˋ ㄇㄧㄥˊ	bùmíng	not clear, unknown, to fail to understand	
31647	不然	進階	第5級	核心詞	52.0	164.0	ㄅㄨˋ ㄖㄢˊ	bùrán	not so, no, or else, otherwise, if not, How about ...?	
31648	部屬	進階	第5級	3.職業	46.0	2.0	ㄅㄨˋ ㄕㄨˇ	bùshǔ	troops under one's command, subordinate, affiliated to a ministry	
31649	部位	進階	第5級	7.身體、醫療	41.0	12.0	ㄅㄨˋ ㄨㄟˋ	bùwèi	part (esp. of the body, but also of a vegetable (e.g. the root), or a garment (e.g. the sleeve) etc)	noun
31650	補習	進階	第5級	8.教育、學習	6.0	18.0	ㄅㄨˇ ㄒㄧˊ	bǔxí	to take extra lessons in a cram school or with a private tutor	verb
31651	布置/佈置	進階	第5級	2.日常起居	14.0	17.0	ㄅㄨˋ ㄓˋ	bùzhì	to put in order, to arrange, to decorate, to fix up, to deploy	verb
31652	不止	進階	第5級	核心詞	16.0	9.0	ㄅㄨˋ ㄓˇ	bùzhǐ	incessantly, without end, more than, not limited to	noun
31653	不知不覺	進階	第5級	核心詞	23.0	10.0	ㄅㄨˋ ㄓ ㄅㄨˋ ㄐㄩㄝˊ	bùzhībùjué	unconsciously, unwittingly	noun
31654	步驟	進階	第5級	8.教育、學習	47.0	31.0	ㄅㄨˋ ㄗㄡˋ	bùzòu	procedure, step	noun
31655	踩	進階	第5級	核心詞	27.0	36.0	ㄘㄞˇ	cǎi	to step on, to tread, to stamp, to press a pedal, to pedal (a bike), (online) to downvote	verb
31656	猜測	進階	第5級	核心詞	20.0	5.0	ㄘㄞ ㄘㄜˋ	cāicè	to guess, to conjecture, to surmise	verb
31657	財產	進階	第5級	14.社會	36.0	17.0	ㄘㄞˊ ㄔㄢˇ	cáichǎn	property, assets, estate, CL:筆|笔[bi3]	noun
31658	採訪	進階	第5級	4.休閒、娛樂	21.0	74.0	ㄘㄞˇ ㄈㄤˇ	cǎifǎng	to interview, to gather news, to hunt for and collect, to cover	verb
31659	財富	進階	第5級	14.社會	43.0	13.0	ㄘㄞˊ ㄈㄨˋ	cáifù	wealth, riches	noun
31660	採購	進階	第5級	9.購物、商店	19.0	8.0	ㄘㄞˇ ㄍㄡˋ	cǎigòu	to procure (for an enterprise etc), to purchase	verb
31661	才華	進階	第5級	1.個人資料	22.0	4.0	ㄘㄞˊ ㄏㄨㄚˊ	cáihuá	talent, CL:份[fen4]	noun
31662	才能	進階	第5級	核心詞	16.0	1.0	ㄘㄞˊ ㄋㄥˊ	cáinéng	talent, ability, capacity	noun
31663	裁判	進階	第5級	4.休閒、娛樂	7.0	2.0	ㄘㄞˊ ㄆㄢˋ	cáipàn	judgment, to referee, umpire, judge, referee, CL:個|个[ge4], 位[wei4], 名[ming2]	noun
31664	採取	進階	第5級	核心詞	118.0	46.0	ㄘㄞˇ ㄑㄩˇ	cǎiqǔ	to adopt or carry out (measures, policies, course of action), to take	verb
31665	菜色	進階	第5級	10.餐飲、烹飪	7.0	8.0	ㄘㄞˋ ㄙㄜˋ	càisè	dish, lean and hungry look (resulting from vegetarian diet), emaciated look (from malnutrition)	noun
31666	彩色	進階	第5級	核心詞	15.0	21.0	ㄘㄞˇ ㄙㄜˋ	cǎisè	color, multicolored, CL:種|种[zhong3]	noun
31667	財務	進階	第5級	3.職業	32.0	10.0	ㄘㄞˊ ㄨˋ	cáiwù	financial affairs	noun
31668	猜想	進階	第5級	核心詞	27.0	3.0	ㄘㄞ ㄒㄧㄤˇ	cāixiǎng	to guess, to conjecture, to suppose, (math.) hypothesis	verb
31669	材質	進階	第5級	9.購物、商店	10.0	49.0	ㄘㄞˊ ㄓˊ	cáizhí	texture of timber, quality of material, material (that sth is made of)	noun
31670	慘	進階	第5級	核心詞	22.0	33.0	ㄘㄢˇ	cǎn	miserable, wretched, cruel, inhuman, disastrous, tragic, dim, gloomy	noun
31671	餐具	進階	第5級	10.餐飲、烹飪	6.0	13.0	ㄘㄢ ㄐㄩˋ	cānjù	tableware, dinner service	noun
31672	殘酷	進階	第5級	12.安全	25.0	9.0	ㄘㄢˊ ㄎㄨˋ	cánkù	cruel, cruelty	noun
31673	殘忍	進階	第5級	12.安全	17.0	8.0	ㄘㄢˊ ㄖㄣˇ	cánrěn	cruel, mean, merciless, ruthless	noun
31674	參與	進階	第5級	核心詞	151.0	127.0	ㄘㄢ ㄩˋ	cānyù	to participate (in sth)	verb
31675	慘重	進階	第5級	核心詞	7.0	21.0	ㄘㄢˇ ㄓㄨㄥˋ	cǎnzhòng	disastrous	noun
31676	蒼白	進階	第5級	7.身體、醫療	20.0	1.0	ㄘㄤ ㄅㄞˊ	cāngbái	pale, wan	noun
31677	倉庫	進階	第5級	2.日常起居	15.0	13.0	ㄘㄤ ㄎㄨˋ	cāngkù	depot, storehouse, warehouse	noun
31678	草原	進階	第5級	5.交通、旅遊	23.0	14.0	ㄘㄠˇ ㄩㄢˊ	cǎoyuán	grassland, prairie, CL:片[pian4]	noun
31679	操作	進階	第5級	核心詞	51.0	37.0	ㄘㄠ ㄗㄨㄛˋ	cāozuò	to work, to operate, to manipulate	verb
31680	冊	進階	第5級	核心詞	47.0	8.0	ㄘㄜˋ	cè	book, booklet, classifier for books	noun
31681	策略	進階	第5級	8.教育、學習	126.0	24.0	ㄘㄜˋ ㄌㄩㄝˋ	cèlüè	strategy, tactics, crafty, adroit	noun
31682	測試	進階	第5級	核心詞	44.0	34.0	ㄘㄜˋ ㄕˋ	cèshì	to test (machinery etc), to test (a person's skill in a particular area), a test, (computing) beta (version of software)	verb
31683	冊子	進階	第5級	核心詞	2.0	0.0	ㄘㄜˋ ˙ㄗ	cèzi	a book, a volume	noun
31684	插	進階	第5級	核心詞	30.0	40.0	ㄔㄚ	chā	to insert, stick in, pierce, to take part in, to interfere, to interpose	verb
31685	差距	進階	第5級	核心詞	20.0	25.0	ㄔㄚ ㄐㄩˋ	chājù	disparity, gap	noun
31686	插嘴	進階	第5級	核心詞	8.0	1.0	ㄔㄚ ㄗㄨㄟˇ	chāzuǐ	to interrupt (sb talking), to butt in, to cut into a conversation	verb
31687	拆	進階	第5級	核心詞	12.0	18.0	ㄔㄞ	chāi	to tear open, to tear down, to tear apart, to open	verb
31688	產地	進階	第5級	10.餐飲、烹飪	4.0	9.0	ㄔㄢˇ ㄉㄧˋ	chǎndì	source (of a product), place of origin, manufacturing location	noun
31689	產量	進階	第5級	9.購物、商店	14.0	68.0	ㄔㄢˇ ㄌㄧㄤˋ	chǎnliàng	output	noun
31690	產業	進階	第5級	3.職業	83.0	103.0	ㄔㄢˇ ㄧㄝˋ	chǎnyè	industry, estate, property, industrial	noun
31691	嘗/嚐	進階	第5級	10.餐飲、烹飪	24.0	15.0	ㄔㄤˊ	cháng	to taste, to try (food), to experience, (literary) ever, once	verb
31692	長處	進階	第5級	核心詞	22.0	1.0	ㄔㄤˊ ㄔㄨˋ	chángchù	good aspects, strong points	adjective
31693	場次	進階	第5級	8.教育、學習	1.0	4.0	ㄔㄤˇ ㄘˋ	chǎngcì	the number of showings of a movie, play etc, screening, performance	noun
31694	場地	進階	第5級	2.日常起居	8.0	18.0	ㄔㄤˇ ㄉㄧˋ	chǎngdì	space, site, place, sports pitch	noun
31695	場合	進階	第5級	6.社交、人際	33.0	18.0	ㄔㄤˇ ㄏㄜˊ	chǎnghé	situation, occasion, context, setting, location, venue	noun
31696	場景	進階	第5級	4.休閒、娛樂	28.0	21.0	ㄔㄤˇ ㄐㄧㄥˇ	chǎngjǐng	scene, scenario, situation, setting	noun
31697	長久	進階	第5級	核心詞	23.0	17.0	ㄔㄤˊ ㄐㄧㄡˇ	chángjiǔ	(for a) long time	noun
31698	廠商	進階	第5級	3.職業	33.0	32.0	ㄔㄤˇ ㄕㄤ	chǎngshāng	manufacturer, producer	noun
31699	長壽	進階	第5級	7.身體、醫療	17.0	11.0	ㄔㄤˊ ㄕㄡˋ	chángshòu	longevity, long-lived	noun
31700	場所	進階	第5級	2.日常起居	31.0	18.0	ㄔㄤˇ ㄙㄨㄛˇ	chǎngsuǒ	location, place	noun
31701	長途	進階	第5級	5.交通、旅遊	9.0	3.0	ㄔㄤˊ ㄊㄨˊ	chángtú	long distance	adjective
31702	長遠	進階	第5級	核心詞	10.0	11.0	ㄔㄤˊ ㄩㄢˇ	chángyuǎn	long-term, long-range	adjective
31703	抄	進階	第5級	核心詞	13.0	10.0	ㄔㄠ	chāo	to make a copy, to plagiarize, to search and seize, to raid, to grab, to go off with, to take a shortcut, to make a turning move, to fold one's arms	verb
31704	超出	進階	第5級	5.交通、旅遊	14.0	5.0	ㄔㄠ ㄔㄨ	chāochū	to exceed, to overstep, to go too far, to encroach	verb
31705	潮流	進階	第5級	14.社會	17.0	12.0	ㄔㄠˊ ㄌㄧㄡˊ	cháoliú	tide, current, trend	noun
31706	吵鬧	進階	第5級	核心詞	7.0	3.0	ㄔㄠˇ ㄋㄠˋ	chǎonào	noisy, raucous, to shout and scream	noun
31707	鈔票	進階	第5級	11.公共服務	11.0	7.0	ㄔㄠ ㄆㄧㄠˋ	chāopiào	paper money, a bill (e.g. 100 yuan), CL:張|张[zhang1], 紮|扎[za1]	noun
31708	超人	進階	第5級	4.休閒、娛樂	25.0	7.0	ㄔㄠ ㄖㄣˊ	chāorén	superhuman, exceptional	noun
31709	嘲笑	進階	第5級	16.情緒、態度	20.0	3.0	ㄔㄠˊ ㄒㄧㄠˋ	cháoxiào	to jeer at, to deride, to ridicule, mockery, derision	verb
31710	超越	進階	第5級	核心詞	58.0	20.0	ㄔㄠ ㄩㄝˋ	chāoyuè	to surpass, to exceed, to transcend	verb
31711	車道	進階	第5級	5.交通、旅遊	13.0	4.0	ㄔㄜ ㄉㄠˋ	chēdào	traffic lane, driveway	noun
31712	澈底/徹底	進階	第5級	核心詞	72.0	24.0	ㄔㄜˋ ㄉㄧˇ	chèdǐ	thorough, thoroughly, complete	noun
31713	車輛	進階	第5級	核心詞	16.0	22.0	ㄔㄜ ㄌㄧㄤˋ	chēliàng	vehicle	noun
31714	車廂	進階	第5級	5.交通、旅遊	16.0	9.0	ㄔㄜ ㄒㄧㄤ	chēxiāng	carriage, CL:節|节[jie2]	noun
31715	沉/沈	進階	第5級	核心詞	26.0	25.0	ㄔㄣˊ	chén	to submerge, to immerse, to sink, to keep down, to lower, to drop, deep, profound, heavy	verb
31716	沉默/沈默	進階	第5級	16.情緒、態度	57.0	10.0	ㄔㄣˊ ㄇㄛˋ	chénmò	taciturn, uncommunicative, silent	noun
31717	陳述	進階	第5級	8.教育、學習	21.0	3.0	ㄔㄣˊ ㄕㄨˋ	chénshù	an assertion, to declare, to state	noun
31718	趁早	進階	第5級	核心詞	3.0	1.0	ㄔㄣˋ ㄗㄠˇ	chènzǎo	as soon as possible, at the first opportunity, the sooner the better, before it's too late	
31719	沉重/沈重	進階	第5級	核心詞	39.0	25.0	ㄔㄣˊ ㄓㄨㄥˋ	chénzhòng	heavy, hard, serious, critical	adjective
31720	撐	進階	第5級	核心詞	28.0	27.0	ㄔㄥ	chēng	to support, to prop up, to push or move with a pole, to maintain, to open or unfurl, to fill to bursting point, brace, stay, support	verb
31721	稱	進階	第5級	11.公共服務	188.0	76.0	ㄔㄥ	chēng	to weigh, to state, to name, name, appellation, to praise	verb
31722	成本	進階	第5級	9.購物、商店	68.0	73.0	ㄔㄥˊ ㄅㄣˇ	chéngběn	(manufacturing, production etc) costs	noun
31723	懲罰	進階	第5級	12.安全	32.0	13.0	ㄔㄥˊ ㄈㄚˊ	chéngfá	penalty, punishment, to punish	noun
31724	成分/成份	進階	第5級	10.餐飲、烹飪	41.0	93.0	ㄔㄥˊ ㄈㄣˋ	chéngfèn	composition, ingredient, element, component, one's social status, CL:個|个[ge4]	noun
31725	稱呼	進階	第5級	核心詞	25.0	11.0	ㄔㄥ ㄏㄨ	chēnghū	to call, to address as, form of address, appellation	verb
31726	成就感	進階	第5級	核心詞	13.0	32.0	ㄔㄥˊ ㄐㄧㄡˋ ㄍㄢˇ	chéngjiùgǎn	sense of achievement	noun
31727	成名	進階	第5級	4.休閒、娛樂	6.0	3.0	ㄔㄥˊ ㄇㄧㄥˊ	chéngmíng	to make one's name, to become famous	verb
31728	承諾	進階	第5級	核心詞	35.0	31.0	ㄔㄥˊ ㄋㄨㄛˋ	chéngnuò	to promise, to undertake to do something, commitment	verb
31729	誠實	進階	第5級	16.情緒、態度	31.0	13.0	ㄔㄥˊ ㄕˊ	chéngshí	honest	noun
31730	程式	進階	第5級	3.職業	28.0	7.0	ㄔㄥˊ ㄕˋ	chéngshì	form, pattern, formula, (Tw) (computing) program	noun
31731	成為	進階	第5級	核心詞	534.0	390.0	ㄔㄥˊ ㄨㄟˊ	chéngwéi	to become, to turn into	verb
31732	成效	進階	第5級	8.教育、學習	20.0	16.0	ㄔㄥˊ ㄒㄧㄠˋ	chéngxiào	effect, result	noun
31733	成語	進階	第5級	8.教育、學習	5.0	9.0	ㄔㄥˊ ㄩˇ	chéngyǔ	Chinese set expression, typically of 4 characters, often alluding to a story or historical quotation, idiom, proverb, saying, adage, CL:條|条[tiao2], 本[ben3], 句[ju4]	noun
31734	成員	進階	第5級	3.職業	85.0	53.0	ㄔㄥˊ ㄩㄢˊ	chéngyuán	member	noun
31735	稱讚	進階	第5級	6.社交、人際	26.0	7.0	ㄔㄥ ㄗㄢˋ	chēngzàn	to praise, to acclaim, to commend, to compliment	verb
31736	乘坐	進階	第5級	5.交通、旅遊	8.0	3.0	ㄔㄥˊ ㄗㄨㄛˋ	chéngzuò	to ride (in a vehicle)	verb
31737	持	進階	第5級	核心詞	33.0	21.0	ㄔˊ	chí	to hold, to grasp, to support, to maintain, to persevere, to manage, to run (i.e. administer), to control	verb
31738	翅膀/翅	進階	第5級	13.自然環境	38.0	17.0	ㄔˋ ㄅㄤˇ/ㄔˋ	chìbǎng/chì	wing, CL:個|个[ge4], 對|对[dui4]	noun
31739	尺寸	進階	第5級	9.購物、商店	13.0	13.0	ㄔˊ ˙ㄘㄨㄣ/ㄔˇ ㄘㄨㄣˋ	chícun/chǐcùn	size, dimensions, measurements (esp. of clothes), (coll.) propriety	noun
31740	吃驚	進階	第5級	16.情緒、態度	27.0	2.0	ㄔ ㄐㄧㄥ	chījīng	to be startled, to be shocked, to be amazed	verb
31741	吃苦	進階	第5級	核心詞	8.0	10.0	ㄔ ㄎㄨˇ	chīkǔ	to bear hardships	verb
31742	吃虧	進階	第5級	核心詞	7.0	2.0	ㄔ ㄎㄨㄟ	chīkuī	to suffer losses, to come to grief, to lose out, to get the worst of it, to be at a disadvantage, unfortunately	verb
31743	吃力	進階	第5級	核心詞	11.0	10.0	ㄔ ㄌㄧˋ	chīlì	to entail strenuous effort, to toil at a task, strenuous, laborious, strain	verb
31744	遲早	進階	第5級	核心詞	14.0	4.0	ㄔˊ ㄗㄠˇ	chízǎo	sooner or later	noun
31745	寵	進階	第5級	16.情緒、態度	7.0	3.0	ㄔㄨㄥˇ	chǒng	to love, to pamper, to spoil, to favor	verb
31746	沖	進階	第5級	10.餐飲、烹飪	15.0	25.0	ㄔㄨㄥ	chōng	(of water) to dash against, to mix with water, to infuse, to rinse, to flush, to develop (a film), to rise in the air, to clash, to collide with	noun
31747	崇拜	進階	第5級	16.情緒、態度	35.0	9.0	ㄔㄨㄥˊ ㄅㄞˋ	chóngbài	to worship, adoration	verb
31748	衝動	進階	第5級	16.情緒、態度	38.0	9.0	ㄔㄨㄥ ㄉㄨㄥˋ	chōngdòng	to have an urge, to be impetuous, impulse, urge	verb
31749	充分/充份	進階	第5級	核心詞	79.0	29.0	ㄔㄨㄥ ㄈㄣˋ	chōngfèn	ample, sufficient, adequate, full, fully, to the full	noun
31750	重複	進階	第5級	8.教育、學習	77.0	30.0	ㄔㄨㄥˊ ㄈㄨˋ	chóngfù	to repeat, to duplicate, CL:個|个[ge4]	verb
31751	重覆	進階	第5級	核心詞	7.0	4.0	ㄔㄨㄥˊ ㄈㄨˋ	chóngfù	to repeat, to duplicate, CL:個|个[ge4]	verb
31752	重建	進階	第5級	5.交通、旅遊	25.0	58.0	ㄔㄨㄥˊ ㄐㄧㄢˋ	chóngjiàn	to rebuild, to reestablish, reconstruction, rebuilding	verb
31753	充實	進階	第5級	核心詞	21.0	13.0	ㄔㄨㄥ ㄕˊ	chōngshí	rich, full, substantial, to enrich, to augment, to substantiate (an argument)	adjective
31754	重現	進階	第5級	15.文化	10.0	8.0	ㄔㄨㄥˊ ㄒㄧㄢˋ	chóngxiàn	to reappear	verb
31755	重新	進階	第5級	核心詞	169.0	161.0	ㄔㄨㄥˊ ㄒㄧㄣ	chóngxīn	again, once more, re-	noun
31756	蟲子/蟲	進階	第5級	13.自然環境	30.0	132.0	ㄔㄨㄥˊ ˙ㄗ/ㄔㄨㄥˊ	chóngzi/chóng	insect, bug, worm, CL:條|条[tiao2], 隻|只[zhi1]	noun
31757	重組	進階	第5級	核心詞	10.0	5.0	ㄔㄨㄥˊ ㄗㄨˇ	chóngzǔ	to reorganize, to recombine, to restructure	verb
31758	充足	進階	第5級	5.交通、旅遊	13.0	23.0	ㄔㄨㄥ ㄗㄨˊ	chōngzú	adequate, sufficient, abundant	noun
31759	抽	進階	第5級	核心詞	33.0	37.0	ㄔㄡ	chōu	to draw out, to pull out from in between, to remove part of the whole, (of certain plants) to sprout or bud, to whip or thrash	verb
31760	抽空	進階	第5級	核心詞	4.0	3.0	ㄔㄡ ㄎㄨㄥˋ	chōukòng	to find the time to do sth	verb
31761	抽屜	進階	第5級	核心詞	21.0	11.0	ㄔㄡ ㄊㄧˋ	chōutì	drawer	noun
31762	抽象	進階	第5級	8.教育、學習	23.0	5.0	ㄔㄡ ㄒㄧㄤˋ	chōuxiàng	abstract, abstraction, CL:種|种[zhong3]	noun
31763	出版社	進階	第5級	8.教育、學習	48.0	4.0	ㄔㄨ ㄅㄢˇ ㄕㄜˋ	chūbǎnshè	publishing house	noun
31764	出兵	進階	第5級	12.安全	19.0	22.0	ㄔㄨ ㄅㄧㄥ	chūbīng	to send troops	verb
31765	初步	進階	第5級	核心詞	14.0	17.0	ㄔㄨ ㄅㄨˋ	chūbù	initial, preliminary, tentative	noun
31766	出差	進階	第5級	3.職業	9.0	4.0	ㄔㄨ ㄔㄞ	chūchāi	to go on an official or business trip	verb
31767	除此之外	進階	第5級	核心詞	24.0	31.0	ㄔㄨˊ ㄘˇ ㄓ ㄨㄞˋ	chúcǐzhīwài	apart from this, in addition to this	noun
31768	儲存	進階	第5級	17.科技	24.0	30.0	ㄔㄨˊ ㄘㄨㄣˊ	chúcún	stockpile, to store, to stockpile, storage	noun
31769	出錯	進階	第5級	核心詞	10.0	5.0	ㄔㄨ ㄘㄨㄛˋ	chūcuò	to make a mistake, error	verb
31770	處罰	進階	第5級	12.安全	22.0	18.0	ㄔㄨˇ ㄈㄚˊ	chǔfá	to penalize, to punish	verb
31771	處方	進階	第5級	7.身體、醫療	22.0	4.0	ㄔㄨˇ ㄈㄤ	chǔfāng	medical prescription, to write out a prescription, (fig.) recommendation, advice	noun
31772	出軌	進階	第5級	12.安全	2.0	2.0	ㄔㄨ ㄍㄨㄟˇ	chūguǐ	to be derailed, to go off the rails, (fig.) to overstep the bounds, (fig.) to have an extramarital affair	verb
31773	出海	進階	第5級	5.交通、旅遊	8.0	9.0	ㄔㄨ ㄏㄞˇ	chūhǎi	to go out to sea, (neologism) to expand into overseas markets	verb
31774	初級	進階	第5級	8.教育、學習	4.0	2.0	ㄔㄨ ㄐㄧˊ	chūjí	junior, primary	noun
31775	出境	進階	第5級	12.安全	3.0	1.0	ㄔㄨ ㄐㄧㄥˋ	chūjìng	to leave a country or region, outbound (tourism)	verb
31776	出路	進階	第5級	核心詞	12.0	11.0	ㄔㄨ ㄌㄨˋ	chūlù	a way out (lit. and fig.), opportunity for advancement, a way forward, outlet (for one's products)	noun
31777	出名	進階	第5級	核心詞	11.0	6.0	ㄔㄨ ㄇㄧㄥˊ	chūmíng	well-known for sth, to become well known, to make one's mark, to lend one's name (to an event, endeavor etc)	interjection
31778	出色	進階	第5級	核心詞	21.0	2.0	ㄔㄨ ㄙㄜˋ	chūsè	remarkable, outstanding	noun
31779	出身	進階	第5級	1.個人資料	45.0	17.0	ㄔㄨ ㄕㄣ	chūshēn	to be born of, to come from, family background, class origin	verb
31780	出生率	進階	第5級	14.社會	1.0	1.0	ㄔㄨ ㄕㄥ ㄌㄩˋ	chūshēnglǜ	birthrate	noun
31781	廚師	進階	第5級	10.餐飲、烹飪	11.0	12.0	ㄔㄨˊ ㄕ	chúshī	cook, chef	noun
31782	出手	進階	第5級	4.休閒、娛樂	15.0	5.0	ㄔㄨ ㄕㄡˇ	chūshǒu	to dispose of, to spend (money), to undertake a task	verb
31783	除外	進階	第5級	核心詞	4.0	0.0	ㄔㄨˊ ㄨㄞˋ	chúwài	to exclude, not including sth (when counting or listing), except for	verb
31784	出外	進階	第5級	核心詞	9.0	9.0	ㄔㄨ ㄨㄞˋ	chūwài	to go out, to leave for another place	verb
31785	出席	進階	第5級	6.社交、人際	24.0	13.0	ㄔㄨ ㄒㄧˊ	chūxí	to attend, to participate, present	verb
31786	出血	進階	第5級	7.身體、醫療	10.0	7.0	ㄔㄨ ㄒㄧㄝˇ	chūxiě	to bleed, bleeding, (fig.) to spend money in large amounts	verb
31787	出自	進階	第5級	核心詞	29.0	7.0	ㄔㄨ ㄗˋ	chūzì	to come from	verb
31788	出走	進階	第5級	核心詞	11.0	9.0	ㄔㄨ ㄗㄡˇ	chūzǒu	to leave home, to go off, to run away	verb
31789	串	進階	第5級	核心詞	23.0	17.0	ㄔㄨㄢˋ	chuàn	to string together, to skewer, to connect wrongly, to gang up, to rove, string, bunch, skewer, classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of, to make a swift or abrupt linear movement (like a bead on an abacus), to move across	verb
31790	喘	進階	第5級	7.身體、醫療	25.0	11.0	ㄔㄨㄢˇ	chuǎn	to gasp, to pant, asthma	verb
31791	傳播	進階	第5級	8.教育、學習	38.0	29.0	ㄔㄨㄢˊ ㄅㄛˋ	chuánbò	to disseminate, to propagate, to spread	verb
31792	傳達	進階	第5級	6.社交、人際	28.0	20.0	ㄔㄨㄢˊ ㄉㄚˊ	chuándá	to pass on, to convey, to relay, to transmit, transmission	verb
31793	傳教	進階	第5級	15.文化	9.0	6.0	ㄔㄨㄢˊ ㄐㄧㄠˋ	chuánjiào	to preach, missionary, to evangelize	verb
31794	傳奇	進階	第5級	15.文化	23.0	10.0	ㄔㄨㄢˊ ㄑㄧˊ	chuánqí	legendary, fantasy saga, romance, short stories of the Tang and Song Dynasty	noun
31795	喘氣	進階	第5級	7.身體、醫療	7.0	1.0	ㄔㄨㄢˇ ㄑㄧˋ	chuǎnqì	to breathe deeply, to pant, to gasp, to take a breather, to catch one's breath	verb
31796	傳染	進階	第5級	7.身體、醫療	8.0	25.0	ㄔㄨㄢˊ ㄖㄢˇ	chuánrǎn	to infect, contagious	verb
31797	傳送	進階	第5級	17.科技	12.0	3.0	ㄔㄨㄢˊ ㄙㄨㄥˋ	chuánsòng	to convey, to deliver, to transmit	verb
31798	穿越	進階	第5級	5.交通、旅遊	21.0	15.0	ㄔㄨㄢ ㄩㄝˋ	chuānyuè	to pass through, to traverse, to cross	verb
31799	船隻	進階	第5級	5.交通、旅遊	14.0	16.0	ㄔㄨㄢˊ ㄓ	chuánzhī	ship, boat, vessel	noun
31800	穿著	進階	第5級	2.日常起居	44.0	15.0	ㄔㄨㄢ ㄓㄨㄛˊ	chuānzhuó	attire, clothes, dress	noun
31801	闖	進階	第5級	12.安全	12.0	5.0	ㄔㄨㄤˇ	chuǎng	to rush, to charge, to dash, to break through, to temper oneself (through battling hardships)	verb
31802	創辦	進階	第5級	8.教育、學習	21.0	15.0	ㄔㄨㄤˋ ㄅㄢˋ	chuàngbàn	to establish, to found, to launch	verb
31803	床單	進階	第5級	2.日常起居	7.0	2.0	ㄔㄨㄤˊ ㄉㄢ	chuángdān	bed sheet, CL:條|条[tiao2], 件[jian4], 張|张[zhang1], 床[chuang2]	noun
31804	創立	進階	第5級	核心詞	24.0	17.0	ㄔㄨㄤˋ ㄌㄧˋ	chuànglì	to establish, to set up, to found	verb
31805	創業	進階	第5級	3.職業	34.0	26.0	ㄔㄨㄤˋ ㄧㄝˋ	chuàngyè	to begin an undertaking, to start a major task, to initiate, to venture, venture, entrepreneurship	verb
31806	創作	進階	第5級	4.休閒、娛樂	78.0	68.0	ㄔㄨㄤˋ ㄗㄨㄛˋ	chuàngzuò	to create, to produce, to write, creative work, creation, CL:個|个[ge4]	verb
31807	吹牛	進階	第5級	核心詞	6.0	4.0	ㄔㄨㄟ ㄋㄧㄡˊ	chuīniú	to talk big, to shoot off one's mouth, to chat (dialect)	verb
31808	純	進階	第5級	核心詞	29.0	37.0	ㄔㄨㄣˊ	chún	pure, simple, unmixed, genuine	noun
31809	刺	進階	第5級	10.餐飲、烹飪	32.0	16.0	ㄘˋ	cì	thorn, sting, thrust, to prick, to pierce, to stab, to assassinate, to murder	noun
31810	此	進階	第5級	核心詞	899.0	130.0	ㄘˇ	cǐ	this, these	noun
31811	此後	進階	第5級	核心詞	23.0	2.0	ㄘˇ ㄏㄡˋ	cǐhòu	after this, afterwards, hereafter	noun
31812	詞彙	進階	第5級	8.教育、學習	15.0	1.0	ㄘˊ ㄏㄨㄟˋ	cíhuì	vocabulary, list of words (e.g. for language teaching purposes), word	noun
31813	次女	進階	第5級	核心詞	2.0	0.0	ㄘˋㄋㄩˇ	cìnǚ	second daughter	noun
31814	次數	進階	第5級	核心詞	28.0	11.0	ㄘˋ ㄕㄨˋ	cìshù	number of times, frequency, order number (in a series), power (math.), degree of a polynomial (math.)	noun
31815	此外	進階	第5級	核心詞	107.0	20.0	ㄘˇ ㄨㄞˋ	cǐwài	besides, in addition, moreover, furthermore	noun
31816	辭職	進階	第5級	3.職業	18.0	7.0	ㄘˊ ㄓˊ	cízhí	to resign	verb
31817	次子	進階	第5級	1.個人資料	7.0	1.0	ㄘˋ ㄗˇ	cìzǐ	second son	noun
31818	匆忙	進階	第5級	核心詞	11.0	3.0	ㄘㄨㄥ ㄇㄤˊ	cōngmáng	hasty, hurried	noun
31819	從頭到尾	進階	第5級	核心詞	12.0	8.0	ㄘㄨㄥˊ ㄊㄡˊ ㄉㄠˋ ㄨㄟˇ	cóngtóudàowěi	from start to finish, from head to tail, the whole (thing)	noun
